,0
74,https://www.tradingview.com/chart/BTCUSDT/R48ioWb8-Long-btc/
75,https://www.tradingview.com/chart/BTCUSDT/IdNicejf-AW-Bitcoin-Analysis-Head-Shoulders-Technical-Pattern/
76,https://www.tradingview.com/chart/BTCUSDT/1gI4DqWh-My-Trading-Philosophy/
77,https://www.tradingview.com/chart/BTCUSDT/S83nZsps-BTCUSDT-heading-for-daily-support/
78,https://www.tradingview.com/chart/BTCUSDT/aQN7iohe-BTC-USD/
79,https://www.tradingview.com/chart/BTCUSDT/c8yfLvtv-BTC-bounced-to-FVG-area/
80,https://www.tradingview.com/chart/BTCUSDT/fBmhLCfy-BtcUsdt-last-correction/
81,https://www.tradingview.com/chart/BTCUSDT/XY2rdMQA-BTCUSD-SHORT/
82,https://www.tradingview.com/chart/BTCUSDT/vDCEFRrw-btc/
83,https://www.tradingview.com/chart/BTCUSDT/POKHw0R8-BTCUSDT-Diagonal-of-fifth-wave/
84,https://www.tradingview.com/chart/BTCUSDT/1WW46nTC-BITCOIN-to-12k-zone-SHORT/
85,https://www.tradingview.com/chart/BTCUSDT/4CMAutzR-16-Cryptos-Impacted-by-Kraken-Staking/
86,https://www.tradingview.com/chart/BTCUSDT/NsMscbOt-BTC-wyckoff-analysis-2nd-update/
87,https://www.tradingview.com/chart/BTCUSDT/JRzGgQHu-Renko-pins/
88,https://www.tradingview.com/chart/BTCUSDT/H9j6pOSp-btc/
89,https://www.tradingview.com/chart/BTCUSDT/ZXrYX1s0-BTC-Short/
90,https://www.tradingview.com/chart/BTCUSDT/j4bWPWbV-For-those-who-are-shorting/
91,https://www.tradingview.com/chart/BTCUSDT/N8J6Ayt4-BTC-retest-25k/
92,https://www.tradingview.com/chart/BTCUSDT/U1Lz8pSX-BTC-retest-of-summer-height/
93,https://www.tradingview.com/chart/BTCUSDT/TVuwChON-BTCUSDT/
94,https://www.tradingview.com/chart/BTCUSDT/lL6GvTL5-Why-leverage-size-is-not-matter/
95,https://www.tradingview.com/chart/BTCUSDT/fn93pfHE-BTC-Distribution/
96,https://www.tradingview.com/chart/BTCUSDT/0DwaGPX3-strong-support-is-coming/
97,https://www.tradingview.com/chart/BTCUSDT/X6jTzkmr-Bearish-divergence-confirmed-newbies-feeling-FOMO-BIG-SHORT/
98,https://www.tradingview.com/chart/BTCUSDT/1r73uosR-20-BTCUSDT/
99,https://www.tradingview.com/chart/BTCUSDT/NBrmbQhe-BTCUSDT-Elliot-Wave-analysis-Weekly/
100,https://www.tradingview.com/chart/BTCUSDT/q0DivBwo-BTC-short-setup-short-term/
101,https://www.tradingview.com/chart/BTCUSDT/kkPBnT4w-BTCUSDT-ANALYSIS/
102,https://www.tradingview.com/chart/BTCUSDT/wd4Tdzr3-BTC-2023-Bulls-Done-Hibernating/
103,https://www.tradingview.com/chart/BTCUSDT/JpiWE1ZP-BTC-4h/
104,https://www.tradingview.com/chart/BTCUSDT/drQO1q7j-btc/
105,https://www.tradingview.com/chart/BTCUSDT/urmg14FF-BTC/
106,https://www.tradingview.com/chart/BTCUSDT/nJw1083l-btc/
107,https://www.tradingview.com/chart/BTCUSDT/xjft3SLi-btcusdt/
108,https://www.tradingview.com/chart/BTCUSDT/QtwpAwtJ-BTC-has-bearish-signs/
109,https://www.tradingview.com/chart/BTCUSDT/BHrLouEr-BTC/
110,https://www.tradingview.com/chart/BTCUSDT/3zaB4JxZ-Price-goes-up-but-Rsi-heads-downward/
111,https://www.tradingview.com/chart/BTCUSDT/ABKjLIcC-BTC-Detailed-Top-Down-Analysis-Day-131/
112,https://www.tradingview.com/chart/BTCUSDT/tnFCwGO4-Bitcoin-feels-a-need-of-a-correction-before-breaking-to-upsides/
113,https://www.tradingview.com/chart/BTCUSDT/ZxY1Nvrn-BTC-USD-Buy-Trade-Scenario/
114,https://www.tradingview.com/chart/BTCUSDT/HBq5zsBr-Broadening-Right-Angled-Ascending-Pattern/
115,https://www.tradingview.com/chart/BTCUSDT/0wc43Vk0-BTCUSDT-short/
116,https://www.tradingview.com/chart/BTCUSDT/zKzTRICb-Regardless-of-the-negative-news/
117,https://www.tradingview.com/chart/BTCUSDT/1zFMVts5-BTC-QUICK-UPDATE/
118,https://www.tradingview.com/chart/BTCUSDT/yZhvheJD-BTCUSDT-two-expected-paths-in-next-48-hours/
119,https://www.tradingview.com/chart/BTCUSDT/9yH4gbCa-TS-BTCUSD-correction/
120,https://www.tradingview.com/chart/BTCUSDT/Lbqyropo-BTCUSDT-expected-path-in-next-24-hours/
121,https://www.tradingview.com/chart/BTCUSDT/aOFiJFt5-BTCUSDT-Correction-development-scenario-of-bear-market-terminus/
122,https://www.tradingview.com/chart/BTCUSDT/IL5pV7EM-Bulltrap-idea-for-Bitcoin-25-000-then-dump-with-CPI/
123,https://www.tradingview.com/chart/BTCUSDT/3fkrqGVI-BTC-DROP-VERY-SOON/
124,https://www.tradingview.com/chart/BTCUSDT/oBX1XFke-BTC-UPDATE-4H-Still-Bullish/
125,https://www.tradingview.com/chart/BTCUSDT/kP7vtHTr-BTCUSDT-1H/
126,https://www.tradingview.com/chart/BTCUSDT/yJ5WNvkz-BTC/
127,https://www.tradingview.com/chart/BTCUSDT/MV7DaCEO-Bitcoin-above-RSI-support/
128,https://www.tradingview.com/chart/BTCUSDT/ZLQFcdAv-Bitcoin-thoughts-out-loud-3/
129,https://www.tradingview.com/chart/BTCUSDT/EHKxz5Qk-Bitcoin-below-TD-resistance/
130,https://www.tradingview.com/chart/BTCUSDT/mgrlXZAy-BTCUSDT-major-supports-and-resistances/
131,https://www.tradingview.com/chart/BTCUSDT/mzCYtWCB-Up-trend-BTCUSDT-by-Ichimoku/
132,https://www.tradingview.com/chart/BTCUSDT/RBLYmMOk-BITCOIN-Sell-4H/
133,https://www.tradingview.com/chart/BTCUSDT/H6YpRMzn-Bitcoin-Consolidates-inside-a-1-5k-Range-Bulls-Retain-Control/
134,https://www.tradingview.com/chart/BTCUSDT/YnyqQeC9-BITCOIN-Ridin-C-Wave/
135,https://www.tradingview.com/chart/BTCUSDT/XrSfcCX1-BTC-soon-go-down-to-10k-what-do-you-think-about-it/
136,https://www.tradingview.com/chart/BTCUSDT/CY7usdMF-Btc/
137,https://www.tradingview.com/chart/BTCUSDT/5JGq23Mr-BTC-STILL-HOLDING-THE-SUPPORT/
138,https://www.tradingview.com/chart/BTCUSDT/TZ0SQvIF-BTCUSDT-WE-HOLDING-LONG-BOIIIII-TP-COMING-SOON/
139,https://www.tradingview.com/chart/BTCUSDT/uSNEJLzn-btc/
140,https://www.tradingview.com/chart/BTCUSDT/gxCoFxU0-btc/
141,https://www.tradingview.com/chart/BTCUSDT/0XBXU0wi-BTCUSDT-Short-LIVE-OPEN-TRADE/
142,https://www.tradingview.com/chart/BTCUSDT/9ZWBnEiX-Emergency-Crypto-Update/
143,https://www.tradingview.com/chart/BTCUSDT/8tJvJMis-AW-Bitcoin-Analysis-The-Drop-Has-Begun-Let-s-Observe/
144,https://www.tradingview.com/chart/BTCUSDT/rMXMkKBx-bitcoin-seems-bullish/
145,https://www.tradingview.com/chart/BTCUSDT/McVBI661-BTCUSDT-Next-Few-steps/
146,https://www.tradingview.com/chart/BTCUSDT/7cUJoNSN-While-the-price-is-held-by-the-Short-Support-Level-do-not-open/
147,https://www.tradingview.com/chart/BTCUSDT/F20Demv8-The-Boing-3X/
148,https://www.tradingview.com/chart/BTCUSDT/n2iW4Y4M-BTC-45M-review/
149,https://www.tradingview.com/chart/BTCUSDT/jI6ja48J-BTC-USDT-Pump-or-Dump/
150,https://www.tradingview.com/chart/BTCUSDT/9Bd1JwFJ-BTC/
151,https://www.tradingview.com/chart/BTCUSDT/LiFK1dOP-BTCUSDT/
152,https://www.tradingview.com/chart/BTCUSDT/uTGmmJG6-BTC/
153,https://www.tradingview.com/chart/BTCUSDT/TaRZXuMp-Retracement-of-BTC-and-future-movement-looking-at-the-1D-chart/
154,https://www.tradingview.com/chart/BTCUSDT/OKRd453h-Bitcoin-down-to-wave-4-in-1h/
155,https://www.tradingview.com/chart/BTCUSDT/IOKGpFWJ-BTC-Pump-today-to-25K/
156,https://www.tradingview.com/chart/BTCUSDT/9t5Vkt7W-Bitcoin-specular-reflection/
157,https://www.tradingview.com/chart/BTCUSDT/yBmn0SRo-BTC-ANALYZE/
158,https://www.tradingview.com/chart/BTCUSDT/TeTE1ODR-Bitcoin-Correction-ABC/
159,https://www.tradingview.com/chart/BTCUSDT/Ag6hjBMD-btc/
160,https://www.tradingview.com/chart/BTCUSDT/rP2pr0uT-BTCUSDT-4H-Chart/
161,https://www.tradingview.com/chart/BTCUSDT/gEVmiLQc-The-heavy-red-cloud-Resistance-of-Ichimoku/
162,https://www.tradingview.com/chart/BTCUSDT/h7w7MkaX-hagopian/
163,https://www.tradingview.com/chart/BTCUSDT/ydyBXvXs-Bitcoin-Has-Found-Temporary-Support-For-How-Long/
164,https://www.tradingview.com/chart/BTCUSDT/ZtpPHoAw-btc/
165,https://www.tradingview.com/chart/BTCUSDT/w9uqv1e9-BTC-USDT-at-Decisive-Point-Prepare-for-Next-Move/
166,https://www.tradingview.com/chart/BTCUSDT/gByKr1v8-SECRET-METHOD-TO-IDENTIFY-LONG-TERM-TREND-VOLUME-PROFILE-POC/
167,https://www.tradingview.com/chart/BTCUSDT/pRa2qxcQ-END-OF-THE-18-DAY-RE-ACCUMULATION-CHANNEL/
168,https://www.tradingview.com/chart/BTCUSDT/pLM34FND-The-RSI-indicator-has-formed-a-descending-channel/
169,https://www.tradingview.com/chart/BTCUSDT/Xk5bocVR-InvestMate-Bitcoin-Last-Attack-Attempt/
170,https://www.tradingview.com/chart/BTCUSDT/J4w9V2rm-Bitcoin-Analyze-Road-Map-02-05-2023/
171,https://www.tradingview.com/chart/BTCUSDT/IlBL0yLp-Daily-review-of-BTC-interval-1H/
172,https://www.tradingview.com/chart/BTCUSDT/owx29VsX-Bitcoin-TetherUS-Target-29-500/
173,https://www.tradingview.com/chart/BTCUSDT/Lt7axUqB-Bitcoin-Chart/
174,https://www.tradingview.com/chart/BTCUSDT/dWTfjftY-Bitcoin-global-bearish-trend-Target-9500/
175,https://www.tradingview.com/chart/BTCUSDT/kc29f0Ux-BTC-USDT/
176,https://www.tradingview.com/chart/BTCUSDT/4j0iD2Cc-25-000-or-21-000-that-is-the-question/
177,https://www.tradingview.com/chart/BTCUSDT/pf4Jm0sg-BTC-USD-SELL-TRADE-SETUP/
178,https://www.tradingview.com/chart/BTCUSDT/rZrBFkRN-BITCOIN-parallel-channel-and-more-range/
179,https://www.tradingview.com/chart/BTCUSDT/U7b1CjAo-BTC-USD-Buy-Trade-Scenario/
180,https://www.tradingview.com/chart/BTCUSDT/4ZTCwyex-BTC-GOES-DOWN/
181,https://www.tradingview.com/chart/BTCUSDT/EXWMMXpx-BTCUSDT-Potential-Harami-bearish-on-1M/
182,https://www.tradingview.com/chart/BTCUSDT/fP6pqajt-BITCOIN-UP-In-4H/
183,https://www.tradingview.com/chart/BTCUSDT/Sb3qzEdp-Now-underneath-Trendline/
184,https://www.tradingview.com/chart/BTCUSDT/A1pPy0JO-BTCUSD-Pullback-to-Neckline-Accomplished-50-drawdown-expected/
185,https://www.tradingview.com/chart/BTCUSDT/Rx92TSbn-BITCOIN/
186,https://www.tradingview.com/chart/BTCUSDT/kikSPgoR-BTC-USDT/
187,https://www.tradingview.com/chart/BTCUSDT/DG1I67DK-Bitcoin-Another-Perspective/
188,https://www.tradingview.com/chart/BTCUSDT/3VFLdGs0-Still-on-support/
189,https://www.tradingview.com/chart/BTCUSDT/DTsNlg54-btc-mid-term/
190,https://www.tradingview.com/chart/BTCUSDT/G37psrcb-Massive-Pump-Coming/
191,https://www.tradingview.com/chart/BTCUSDT/wuaAcLw6-Real-deal/
192,https://www.tradingview.com/chart/BTCUSDT/XiSRJKrz-Bitcoin/
193,https://www.tradingview.com/chart/BTCUSDT/YftajjJQ-The-Show-Must-Go-For-BITCOIN/
194,https://www.tradingview.com/chart/BTCUSDT/KfgPsAzX-btc-elliot/
195,https://www.tradingview.com/chart/BTCUSDT/EeLNX1fE-Btc-Moving-In-Range/
196,https://www.tradingview.com/chart/BTCUSDT/72kVJEBN-Bitcoin-analysis-price-forecast/
197,https://www.tradingview.com/chart/BTCUSDT/YxHu4Vvi-BTC-USD-BUY-TRADE-SETUP/
198,https://www.tradingview.com/chart/BTCUSDT/TkluN923-The-Mind-Of-A-Smart-Trader/
199,https://www.tradingview.com/chart/BTCUSDT/4BHChmHn-BITCOIN-Volume-Profile-and-Price-Action-Analysis/
200,https://www.tradingview.com/chart/BTCUSDT/RHX5xL3b-BTCUSDT-Short-or-Long/
201,https://www.tradingview.com/chart/BTCUSDT/fJRHvmy4-BTC-LONG-28/
202,https://www.tradingview.com/chart/BTCUSDT/2SZKU4Sa-BTC-Detailed-Top-Down-Analysis-Day-130/
203,https://www.tradingview.com/chart/BTCUSDT/D8zSihoK-BTCUSDT-1H/
204,https://www.tradingview.com/chart/BTCUSDT/786uL9Yo-AW-Bitcoin-Analysis-Look-Out-Below-it-s-a-Drop-Bear/
205,https://www.tradingview.com/chart/BTCUSDT/KxqEQhsm-BTCUSDT-going-up/
206,https://www.tradingview.com/chart/BTCUSDT/9kzl2BYk-DEALERBTC-BTC-Bitcoin-My-Thoughts-Preparing-for-a-dip/
207,https://www.tradingview.com/chart/BTCUSDT/GIEl5dbj-BTC-USDT-TODAY-SCENARIO-1/
208,https://www.tradingview.com/chart/BTCUSDT/bNSCP57q-Ichimoku-signals-the-fall-of-Bitcoin/
209,https://www.tradingview.com/chart/BTCUSDT/pbrgMZiB-BTCUSDT-short-term-fall-here-expected/
210,https://www.tradingview.com/chart/BTCUSDT/MzPq0mjn-BTCUSDT-Long-Trade-1h/
211,https://www.tradingview.com/chart/BTCUSDT/RAaBpKWv-BTCUSDT-Forecast-Potential-Trend-Reversal/
212,https://www.tradingview.com/chart/BTCUSDT/GwJYTRKl-Important-trend-lines-for-Bitcoin-to-decide-its-road/
213,https://www.tradingview.com/chart/BTCUSDT/6h849ZkG-DEATH-CROSS-BITCOIN-CRASH/
214,https://www.tradingview.com/chart/BTCUSDT/pUrjXvqc-BTC-will-rise-up-or-not/
215,https://www.tradingview.com/chart/BTCUSDT/8lJHZ0Th-BTC/
216,https://www.tradingview.com/chart/BTCUSDT/jpq93t5v-Bitcoin-Analyze-Short-Term-15-minute-Time-Frame-02-07-2023/
217,https://www.tradingview.com/chart/BTCUSDT/DMduKz8V-BTC-going-to-test-upward-trend/
218,https://www.tradingview.com/chart/BTCUSDT/Q5zGoKHi-BTC-HOW-LOW-CAN-WE-GO-SHORT-SEtup-Analysis/
219,https://www.tradingview.com/chart/BTCUSDT/CGr07Rej-Bitcoin-Ascending-Triangle-Analysis/
220,https://www.tradingview.com/chart/BTCUSDT/rkfmN45e-BTCUSDT-Cheeky-Bearish-Gartley/
221,https://www.tradingview.com/chart/BTCUSDT/tL9mLYuy-Btc-low-time-frame/
222,https://www.tradingview.com/chart/BTCUSDT/tudMiEPv-BITCOIN-6H-Update-Continued-Channel/
223,https://www.tradingview.com/chart/BTCUSDT/ZUsVSgfm-Possible-Re-Accumulation-to-33-6k/
224,https://www.tradingview.com/chart/BTCUSDT/b5dyWyuR-Bitcoin-Next-Support-Resistance/
225,https://www.tradingview.com/chart/BTCUSDT/caBWoiX6-Bitcoin-The-Fast-and-Furious/
226,https://www.tradingview.com/chart/BTCUSDT/MrFnlGE8-Bitcoin-The-Price-Action-Doesn-t-Reflect-the-Hype-BEWARE/
227,https://www.tradingview.com/chart/BTCUSDT/IH95Lim3-Hidden-bullish-divergence-on-the-1D/
228,https://www.tradingview.com/chart/BTCUSDT/uhGcBR7k-BTCUSDT-4H-Chart/
229,https://www.tradingview.com/chart/BTCUSDT/ed9M8ZUn-Bitcoin-correction-underway/
230,https://www.tradingview.com/chart/BTCUSDT/8zupqOxH-BTCUSDT-two-expected-paths-in-next-24-hours/
231,https://www.tradingview.com/chart/BTCUSDT/O4RRpiOD-BTC-Golden-Cross/
232,https://www.tradingview.com/chart/BTCUSDT/MwnpAlNs-Powell-Will-Decide/
233,https://www.tradingview.com/chart/BTCUSDT/fIMI19L6-Bitcoin-Analyze-Short-Term-15-minute-Time-Frame-02-06-2023/
234,https://www.tradingview.com/chart/BTCUSDT/Czpxz9RZ-BTCUSDT-POSSIBLE-SCENARIO/
235,https://www.tradingview.com/chart/BTCUSDT/epuFuqNH-BTC-Easy-Bullish-Setup/
236,https://www.tradingview.com/chart/BTCUSDT/hvVldvWS-BTC-USD-SELL-TRADE-SETUP/
237,https://www.tradingview.com/chart/BTCUSDT/dYpiBdoA-The-possibility-of-Bitcoin-falling/
238,https://www.tradingview.com/chart/BTCUSDT/n2Dw7JEo-BTCUSDT/
239,https://www.tradingview.com/chart/BTCUSDT/ZguXpxIJ-BTC-USDT/
240,https://www.tradingview.com/chart/BTCUSDT/05ilTaA1-BTCUSDT-short/
241,https://www.tradingview.com/chart/BTCUSDT/t3fjrD74-Bitcoin-in-Range-above-22-5k-in-a-Bull-Flag/
242,https://www.tradingview.com/chart/BTCUSDT/Yqn0qJC9-Bitcoin-Weekly-View-February-2023/
243,https://www.tradingview.com/chart/BTCUSDT/8TpN0O8z-BTC-For-It-also-has-resistance-to-growth/
244,https://www.tradingview.com/chart/BTCUSDT/av1A6cGb-Bitcoin-fall-from-this-range/
245,https://www.tradingview.com/chart/BTCUSDT/CuRWbZFV-Chart-analysis-foundation-must-be-strong/
246,https://www.tradingview.com/chart/BTCUSDT/MrFUHmCo-BTC-Buying-Zone/
247,https://www.tradingview.com/chart/BTCUSDT/klQsQG5o-hope-come-tru/
248,https://www.tradingview.com/chart/BTCUSDT/JQmcDZYx-BTCUSD-LONG/
249,https://www.tradingview.com/chart/BTCUSDT/MR83FwUL-Bitcoin-Wyckoff-Watch/
250,https://www.tradingview.com/chart/BTCUSDT/8hOVXNnS-This-scenario-will-kill-both-bulls-and-bears/
251,https://www.tradingview.com/chart/BTCUSDT/3EbZS7rz-BTC-crashed/
252,https://www.tradingview.com/chart/BTCUSDT/S6yC8GzU-February-8-BTCUSD-BingX-Chart-Analysis-and-Today-s-Headline/
253,https://www.tradingview.com/chart/BTCUSDT/ajeIxX7p-Febuary-7-BTCUSD-BingX-Chart-Analysis-and-Today-s-Headline/
254,https://www.tradingview.com/chart/BTCUSDT/E7x592mq-Bitcoin-thoughts-out-loud-2/
255,https://www.tradingview.com/chart/BTCUSDT/ZHexwowJ-Bitcoin-Prices-Inside-A-Bull-Flag-Will-Buyers-Succeed/
256,https://www.tradingview.com/chart/BTCUSDT/MuXsTwqD-BTCUSDT/
257,https://www.tradingview.com/chart/BTCUSDT/EkBu85Zk-SHORT-with-confidence/
258,https://www.tradingview.com/chart/BTCUSDT/StcNzi4j-Sell-BTC-at-current-market-price-08-02-2023/
259,https://www.tradingview.com/chart/BTCUSDT/HBkuZwxu-BTC-road-to-21-300/
260,https://www.tradingview.com/chart/BTCUSDT/6exTaRh9-BTC-DR-floor-in-asia-session-Likely-another-shot-at-a-long/
261,https://www.tradingview.com/chart/BTCUSDT/1yqEq61M-BTC-short/
262,https://www.tradingview.com/chart/BTCUSDT/SBGgLIYJ-BTCUSDT-Possible-Cypher-and-Elliott-Wave-Combo/
263,https://www.tradingview.com/chart/BTCUSDT/ui2BwGVT-Navigating-to-a-Landscape-of-Bitcoin-Phoenix-Rebirth/
264,https://www.tradingview.com/chart/BTCUSDT/IyCFZwor-Bitcoin-Analyze-Short-Term-15-minute-Time-Frame-02-01-2023/
265,https://www.tradingview.com/chart/BTCUSDT/RXRlFxfN-Bitcoin-Analyze-Short-Term-30-minute-Time-Frame-01-30-2023/
266,https://www.tradingview.com/chart/BTCUSDT/qiTmMhK9-Bitcoin-Analyze-Short-Term-15-minute-Time-Frame-01-24-2023/
267,https://www.tradingview.com/chart/BTCUSDT/iRweq7XM-Bitcoin-Analyze-Short-Term-15-minute-Time-Frame-01-25-2023/
268,https://www.tradingview.com/chart/BTCUSDT/vjYVNQFk-Bitcoin-Analyze-Short-Term-15-minute-Time-Frame-01-29-2023/
269,https://www.tradingview.com/chart/BTCUSDT/08YoJ1Py-Bitcoin-Analyze-Short-Term-15-minute-Time-Frame-01-28-2023/
